ID карточки,ID товара,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Обложка,Переводчик,Редактор,Рейтинг,Серия,Составитель,Тип обложки,Тираж,Формат,Художник,Цена
404903,2131130,9785255017393,Пушкин А.,,2007,0,Профиздат,304,Евгений Онегин,https://img-gorod.ru/upload/iblock/f4a/f4a33d7c836bf8fa5487f23a93a5e687.jpg,,,0,,,Твердая бумажная,,20.8 x 13.7 x 1.8,,173
406796,2194032,9785255016693,Пушкин А.,,2008,0,Профиздат,104,Сказки Пушкина,https://img-gorod.ru/upload/iblock/3ca/3ca3aceb9cd5102deea7a7850d5ca95f.jpg,,,0,Мир сказки,,Твердая бумажная,,27 x 21.1 x 1.2,,251
407089,2357772,9785992214505,Пушкин А.,,2013,0,Альфа - книга,508,Александр Пушкин. Полное собрание стихотворений,https://img-gorod.ru/upload/iblock/0ea/0eaa90e25e9b2dccf6bfb3fe7ee21396.jpg,,,0,Собрание мировой классики,,Твердая бумажная,5000,20.6 x 13 x 3.3,,
407711,2359054,9785386059125,Пушкин А.,,2013,0,Рипол-Классик,256,Капитанская дочка,https://img-gorod.ru/upload/iblock/ef7/ef720fdf7fb5a504ac35fc2d7a023645.jpg,,Крылова Е. А.,0,Pocket Classic,,Мягкая глянцевая,4000,18 x 11.5 x 1.2,,91
408249,2150216,9785378005901,Пушкин А.,,2008,0,Проф-пресс,,У лукоморья дуб зеленый…,https://img-gorod.ru/upload/iblock/7c6/7c6690de76f91b760bd52e6e953a1289.jpg,,,0,Читаем детям (картон),,Картон,,22 x 16 x 0.5,Гольнев В.,58
409522,130525,5850660305,Пушкин А.,,2000,0,Самовар,136,"Я там был, мед, пиво пил Сказки",https://img-gorod.ru/upload/iblock/3aa/3aab18dbb1078b76bc3146bbd11580f3.jpg,,,0,,,Твердая глянцевая,,,,
409549,527365,5170065728,Пушкин А.,,2001,0,АСТ,640,Пушкин Поэзия,https://img-gorod.ru/upload/iblock/739/7390578c21936c72673d91e1cda7ffd5.jpg,,,0,Школа классики,,Твердая бумажная,,20.8 x 13.7 x 2.7,,
410251,1588160,5080040297,Пушкин А.,16+,2017,0,Детская литература,206,Пушкин Поэмы,https://img-gorod.ru/upload/iblock/c25/c25efd8cc2a0c783fb65fed903e91b06.jpg,,,0,Школьная библиотека,,Твердая глянцевая,3000,20.7 x 13.4 x 1.3,Иванов Ю.,206
410540,1804042,9789851312159,Пушкин А.,,2003,0,АСТ Харвест Мн,240,Пушкин Сказки,https://img-gorod.ru/upload/iblock/c35/c35481429bce17e5ab5f450523c1b4d0.jpg,,,0,,,Твердая глянцевая,,14.3 x 11.5 x 2.1,,
410958,1892442,9785699035687,Пушкин А.,6+,2016,1,Эксмо-Пресс,672,Пушкин Избранное,https://img-gorod.ru/upload/iblock/042/0429365bdeb4c57ade9c5282d381d8a1.jpg,,,5,Детская библиотека,,Твердая глянцевая,3000,20.6 x 13.1 x 3.4,Влвсова А.,242
411003,1894906,5779305447,Пушкин А.,,2002,0,Белый город,48,Выстрел Метель,https://img-gorod.ru/upload/iblock/efe/efe66a1152dfdec556f55174234904c3.jpg,,,0,Классики-Детям,,Твердая глянцевая,,,,
411477,2029252,9785699067411,Пушкин А.,6+,2013,0,Эксмо,752,Пушкин Сказки Стихи Поэмы Повести,https://img-gorod.ru/upload/iblock/0ba/0ba0a6a91d01566062d26344231ffbcf.jpg,,,0,Всемирная детская классика,,Твердая бумажная,3000,20.8 x 13.5 x 3.8,,
412641,2062038,5969700053,Пушкин А.,,2005,0,Вагриус,446,Пушкин Собр. сочинений т.1 / 10тт Стих. 1813-1820,https://img-gorod.ru/upload/iblock/898/8989f262547effc09a3e8e0af2571b19.jpg,,,0,Собрание сочинений,,Суперобложка,,,,
413110,2072096,5847503555,Пушкин А.,,2006,0,Мартин,160,Капитанская дочка,https://img-gorod.ru/upload/iblock/626/626c13b29cd63ea1645bfc3f0669dd19.jpg,,,0,Избранная классика,,Твердая бумажная,,,,56
415106,2102412,5815906344,Пушкин А.,,2006,0,Захаров,704,Пушкин Письма 3тт,https://img-gorod.ru/upload/iblock/671/671a110f00fe75e4bacc8dad5d67098e.jpg,,,0,,,Твердая бумажная,,20.7 x 13.6 x 3.5,,
416507,2107977,5486008740,Пушкин А.,,2006,0,"Мир Книги, ООО",352,Пушкин Поэмы Стихотворения,https://img-gorod.ru/upload/iblock/a0c/a0c94c2db3e6aab7dd8697a7c9cacc6f.jpg,,,0,Собрание сочинений,,Твердая бумажная,,,,377
416592,2108217,5699194134,Пушкин А.,,2006,0,Эксмо,192,Руслан и Людмила Сказки,https://img-gorod.ru/upload/iblock/223/223a383b9e20a7fb085596a46bcf0598.jpg,,,0,Все произведения для 5 класса,,Твердая глянцевая,,20.6 x 13.3 x 1.5,,
417389,2110543,9785180010964,Пушкин А.,,2014,0,Махаон,112,Пушкин Сказки,https://img-gorod.ru/upload/iblock/0b8/0b88f95b579e7c7d54ba6084b33a9ec6.jpg,,Савельева А. А.,0,Золотая коллекция детства,,Твердая бумажная,5000,29.4 x 22.2 x 1.8,Коркин Владимир,196
417480,2110740,5699201513,Пушкин А.,,2007,0,Эксмо,368,Из восточной и европейской поэзии,https://img-gorod.ru/upload/iblock/f45/f4511e097e8d9e9babd5781f0692cfca.jpg,,,0,Золотая серия поэзии,,Твердая глянцевая,,17.1 x 12.5 x 1.9,,
418032,2112587,522210124X,Пушкин А.,,2007,0,Феникс,224,Пушкин Любимые сказки,https://img-gorod.ru/upload/iblock/ecc/ecc4a2c77dcc75591724158515749097.jpg,,,0,Мир сказок,,Твердая глянцевая,,17.2 x 13.7 x 1.4,,
421998,2128794,9785986970752,Пушкин А.,,2007,0,Клуб 36.6,272,Капитанская дочка Дубровский,https://img-gorod.ru/upload/iblock/1e1/1e119e2296b9b4d95a767422d365e02d.jpg,,,0,,,Твердая бумажная,,20.8 x 13.8 x 2.7,,
423164,2133345,9785699219100,Пушкин А.,,2007,0,Эксмо,112,Дубровский 5-6 кл,https://img-gorod.ru/upload/iblock/5ce/5ceff058a0d109c74fa5e112532235e8.jpg,,,0,Классика в классе,,Мягкая глянцевая,,21.2 x 13.8 x 0.5,,
423378,2134394,9785699219919,Пушкин А.,,2007,0,Эксмо,96,Повести покойного Ивана Петровича Белкина 5-6 кл,https://img-gorod.ru/upload/iblock/488/4884139ef8cbb3d625a629df8a52c57f.jpg,,,0,Классика в классе,,Мягкая глянцевая,,21.1 x 13.9 x 0.4,,
423814,2136154,9785486015724,Пушкин А.,,2007,0,"Мир Книги, ООО",400,Пушкин Поэзия и проза,https://img-gorod.ru/upload/iblock/afc/afc9075c1d82c1f65dd85b7b7a710206.jpg,,,0,Бриллиантовая коллекция,,Твердая бумажная,,20.7 x 13.7 x 2.1,,
425053,2141075,9785170429349,Пушкин А.,,2007,0,Планета детства,128,Пушкин Сказки,https://img-gorod.ru/upload/iblock/73a/73aa1ba049515338259f09585e45401e.jpg,,,0,,,Твердая бумажная,,26.5 x 20 x 1.4,,
426270,2145552,9785170448371,Пушкин А.,,2007,0,Аст Хранитель,378,Пушкин Стихотворения,https://img-gorod.ru/upload/iblock/bf7/bf7be7e29a04c72dd1364469129cc909.jpg,,,0,Книга на все времена,,Твердая бумажная,,20.8 x 13.5 x 2,,
428420,2153414,5779310157,Пушкин А.,,2008,0,Белый город,,Евгений Онегин,https://img-gorod.ru/upload/iblock/092/092bb089b33f408302a61458219051b3.jpg,,,0,,,Суперобложка,,33.5 x 26.5 x 4.5,,9240
428762,2154735,9785699267705,Пушкин А.,,2008,0,Эксмо,544,Духовной жаждою томим,https://img-gorod.ru/upload/iblock/3ab/3ab39b913a80b0b043eef59123eb6607.jpg,,,0,Стихи и судьбы,,Твердая бумажная,,17 x 13 x 2.7,,
429129,2155904,9785938934160,Пушкин А.,,2007,0,Медный всадник,127,Сказки Пушкина Живопись Палеха,https://img-gorod.ru/upload/iblock/efc/efc41c417a8122f6d988d19b6ba5fc8e.jpg,,,0,,,Твердая глянцевая,,27 x 20 x 1.4,,
429241,2156287,9785699266890,Пушкин А.,,2008,0,Эксмо,224,Капитанская дочка,https://img-gorod.ru/upload/iblock/c4c/c4c72b53bdb9d3a76227097ad594c60d.jpg,,,0,Классики о любви для девочек,,Дутая,,18.5 x 13.3 x 1.7,,
429694,2157991,9785170486267,Пушкин А.,,2008,0,Аст Хранитель,760,Пушкин Драматургия Проза,https://img-gorod.ru/upload/iblock/c4c/c4c4b7a1f5b54c934b9ae9ffbf4f4443.jpg,,,0,Золотой фонд мировой классики,Виролайнен М.Н.,Твердая бумажная,4000,21.5 x 15 x 3.5,,556
430586,2159072,9785699273287,Пушкин А.,,2008,0,Эксмо,640,Пушкин Дневники Воспоминания Письма,https://img-gorod.ru/upload/iblock/ede/eded490795c8f8b5c5a1b0e77a81a015.jpg,,,0,Русская классика,,Твердая бумажная,,20.5 x 13.5 x 3.3,,
431584,2162620,9785353031581,Пушкин А.,,2008,0,Росмэн-Пресс,,У лукоморья дуб зеленый,https://img-gorod.ru/upload/iblock/194/194697d159d09b7de9fd1c415716b180.jpg,,,0,Вечерняя сказка,,Картон,,17 x 17 x 1.1,,
432618,2167340,9785955512693,Пушкин А.,,2008,0,Дрофа-Плюс,120,Пушкин Поэмы,https://img-gorod.ru/upload/iblock/5a0/5a0b25480355fcb7e2db1f3058d1dda6.jpg,,,0,Школьное чтение,,Мягкая глянцевая,,21 x 14.1 x 0.6,,
433058,2169291,9785170532155,Пушкин А.,,2008,0,АСТ,378,Пушкин Проза,https://img-gorod.ru/upload/iblock/3fe/3fea363468f026a134981cf58b76903a.jpg,,,0,Книга на все времена,,Твердая бумажная,,21 x 13.5 x 2,,
433313,2170735,9785395000415,Пушкин А.,,2008,0,Азбука-классика,352,Дневники Автобиографическая проза,https://img-gorod.ru/upload/iblock/aaa/aaa215572615c5a5274111e1cbcbe60a.jpg,,,0,Азбука-классика,,Мягкая глянцевая,,18 x 11.7 x 1.5,,
433539,2171914,9785170508792,Пушкин А.,,2008,0,Планета детства,128,Пушкин Самые любимые сказки,https://img-gorod.ru/upload/iblock/e32/e321973ac9c0c87806665516b021b7f2.jpg,,,0,,,Твердая бумажная,,26.5 x 20.2 x 1.4,,299
434058,2174204,9785955512952,Пушкин А.,,2008,0,Дрофа-Плюс,176,Капитанская дочка,https://img-gorod.ru/upload/iblock/44f/44f95611a6ece3c145a98d722f603d68.jpg,,,0,Школьное чтение,,Мягкая бумажная,,20.9 x 14 x 0.9,,52
434966,2178244,9785488021006,Пушкин А.,,2009,0,Оникс,69,Сказка о царе Салтане,https://img-gorod.ru/upload/iblock/30d/30db2dd9218f11b6bc11a7db38ddf264.jpg,,,0,Библиотечка детской классики,,Твердая глянцевая,,21.6 x 14.7 x 1,Елисеев Анатолий Михайлович,
437032,2187927,9785378012107,Пушкин А.,,2009,0,Проф-пресс,64,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/36e/36e22d75b401a6dd5ecb949db1b3a1d4.jpg,,,0,Лучшие стихи и сказки малышам,,Твердая бумажная,,22 x 16.5 x 0.7,Кравец Юрий,
437033,2187928,9785378012015,Пушкин А.,,2009,0,Проф-пресс,64,У Лукоморья дуб зеленый...,https://img-gorod.ru/upload/iblock/bd9/bd97cc2d390064bf8cb42ce6445313c3.jpg,,,0,Лучшие стихи и сказки малышам,,Твердая бумажная,,22 x 16.3 x 0.7,,
437712,2191148,9785170529919,Пушкин А.,,2008,0,АСТ,701,Пушкин Поэзия,https://img-gorod.ru/upload/iblock/7d8/7d8d0c9bfa8930b6fcd3325c188990a0.jpg,,,0,Золотая классика,,Твердая бумажная,,20.6 x 13.4 x 3.5,,
439146,2196993,9785699347650,Пушкин А.,,2009,0,Эксмо,544,Лирика Евгений Онегин Медный всадник...,https://img-gorod.ru/upload/iblock/810/8101e65234d07f67c7f456c979491069.jpg,,,0,Библиотека великих писателей Брокгауз-Ефрон,,Суперобложка,,28 x 19.5 x 5.3,,
439313,2197451,9785699317967,Пушкин А.,,2009,0,Эксмо,384,Пушкин Лирика,https://img-gorod.ru/upload/iblock/6e2/6e2bf16e04fc95c8f49de9a070ca250a.jpg,,,0,Иллюстрированная библиотека поэта. Мировая классик,,Твердая бумажная,,19.8 x 12.6 x 3.1,,
443819,2221866,9785378001453,Пушкин А.,,2009,0,Проф-пресс,,У Лукоморья дуб зеленый,https://img-gorod.ru/upload/iblock/4c9/4c921a346623517fe45797401416200d.jpg,,,0,Читаем детям Читаем малышам,,Картон,,21.8 x 16.2 x 0.5,Гольнев В.,50
444681,2360582,9785699648672,Пушкин А.,16+,2013,0,Эксмо,160,Арап Петра Великого,https://img-gorod.ru/upload/iblock/7cd/7cd29758dd5b93545dcca6cd370c73b2.jpg,,,0,Pocket book,,Мягкая глянцевая,3000,18 x 11.4 x 1.1,,65
444783,2184143,9785991800105,Пушкин А.,,2008,0,Игра слов,128,Пушкин Сказки,https://img-gorod.ru/upload/iblock/8ff/8fffec2ebf8a7c01042bdb41f21c4163.jpg,,,0,Шедевры мировой иллюстрации,,Твердая бумажная,,30 x 22.2 x 1.3,Зворыкин Борис В.,
444784,2184144,9785991800273,Пушкин А.,,2008,0,Игра слов,144,Борис Годунов,https://img-gorod.ru/upload/iblock/f91/f9160748a5378df2af3dee28fc58d313.jpg,,,0,Шедевры мировой иллюстрации,,Твердая бумажная,,30 x 22.1 x 1.4,Зворыкин Борис В.,555
445135,2360784,9785386058999,Пушкин А.,,2013,0,Рипол-Классик,256,Евгений Онегин,https://img-gorod.ru/upload/iblock/e64/e64e937e49a4458de79a3b269a4b4aed.jpg,,,0,Pocket Classic,,Мягкая глянцевая,4000,17.9 x 11.4 x 1.3,,
448237,2099150,596970251X,Пушкин А.,,2006,0,Вагриус,462,Пушкин Избранное 3тт,https://img-gorod.ru/upload/iblock/07a/07afe16c66f90c501a09d2037da10d69.jpg,,,0,,,Твердая бумажная,,,,
448260,2363583,9785699649952,Пушкин А.,16+,2013,0,Эксмо,128,Дубровский,https://img-gorod.ru/upload/iblock/ede/ede3e4db81055dd3616008811afa3da6.jpg,,,0,Pocket book,,Мягкая глянцевая,3000,18 x 11.5 x 0.6,,129
449422,2365963,9785926814825,Пушкин А.,12+,2013,0,Речь СПб,104,Руслан и Людмила. Поэма в шести песнях,https://img-gorod.ru/upload/iblock/1c3/1c37dc7329ff72e84ea32cc9ac503931.jpg,,,0,,,Твердая бумажная,5000,33.3 x 24.5 x 1.5,Рейпольский Алексей Дмитриевич,
450042,2365838,9786177053049,Пушкин А.,,2012,0,Микко Харьков,16,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/915/9155eb3bff622136a1096607e54d6b1d.jpg,,Джавахидзе Нани,0,,,Мягкая бумажная,10000,27.3 x 20.5 x 0.3,"Павлюкевич-Чернецкая Анна, Осадчая Мария",59
450045,2365841,9786177053032,Пушкин А.,,2012,0,Микко Харьков,16,Сказка о попе и о работнике его Балде,https://img-gorod.ru/upload/iblock/716/71625124b145311078e7444dea0a0b9e.jpg,,Джавахидзе Нани,0,,,Мягкая бумажная,10000,27.3 x 20.5 x 0.2,"Павлюкевич-Чернецкая Анна, Осадчая Мария",59
450849,2366244,9785445302032,Пушкин А.,,2013,0,Лениздат,352,Руслан и Людмила. Поэмы,https://img-gorod.ru/upload/iblock/987/9872d38e6c2d9e9bf8e7fa253f864862.jpg,,Белова Анна,0,Лениздат-классика,,Мягкая бумажная,4000,18 x 12 x 1.5,,116
451624,2367685,9785445303459,Пушкин А.,,2013,0,Лениздат,192,Сказки,https://img-gorod.ru/upload/iblock/1bf/1bf68468a43a16511f85fcea2a6677f2.jpg,,Никитина Наталья,0,Лениздат-классика,,Мягкая бумажная,4000,18 x 12 x 1.2,,116
451825,2366081,9785367026627,Пушкин А.,0+,2013,0,"Амфора, ООО",48,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/e7c/e7c5f0d0662502a8596b677bff7bcc84.jpg,,Рыбакова Елизавета,0,Сказки на ночь,,Твердая глянцевая,195678,26.3 x 20.5 x 0.6,Назарук Вячеслав Михайлович,120
453472,2370472,9785992214956,Пушкин А.,,2013,0,Альфа - книга,378,Александр Пушкин. Полное собрание поэм и сказок,https://img-gorod.ru/upload/iblock/065/065b7aa94b97602c6aa1b74a6a89e746.jpg,,Басова Е. Г.,0,Собрание мировой классики,,Твердая бумажная,5000,20.5 x 12.5 x 2.7,,
455110,1802161,5080040521,Пушкин А.,,2002,0,Детская литература,159,Борис Годунов,https://img-gorod.ru/upload/iblock/c34/c344b8c06ce731ff319a11d9184cded4.jpg,,,0,Школьная библиотека,,Твердая глянцевая,,20.5 x 13 x 1,,206
455125,1904641,9785080040870,Пушкин А.,16+,2017,0,Детская литература,140,Маленькие трагедии,https://img-gorod.ru/upload/iblock/7d1/7d10397e1d4204994e591306bd23fcdf.jpg,,,0,Школьная библиотека,,Твердая глянцевая,5000,20.7 x 13.4 x 0.8,,206
458904,2372085,9785445101192,Пушкин А.,6+,2013,0,Оникс-Лит,96,А.С. Пушкин. Сказки,https://img-gorod.ru/upload/iblock/c1e/c1ee9c1489f2344128ad5c476ef26d34.jpg,,,0,,,Интегральная,5000,24.2 x 16.8 x 1,Елисеев Анатолий Михайлович,287
458959,2372348,9785905424427,Пушкин А.,16+,2015,0,Искательпресс,,А. Пушкин. Поэмы,https://img-gorod.ru/upload/iblock/3f2/3f2b87e9e01d8ff0212e125a0d76f9de.jpg,,,0,Библиотечка школьника,,Мягкая бумажная,3000,21.5 x 14 x 0.3,Гавин П.,76
458962,2372351,9785905424267,Пушкин А.,12+,2017,0,Искательпресс,80,Руслан и Людмила,https://img-gorod.ru/upload/iblock/156/156449bd46aa4b41dc72701e1f926c3d.jpg,,,0,Библиотечка школьника,,Мягкая бумажная,4000,21.5 x 14 x 0.3,Гавин П.,76
458967,2372356,9785905424328,Пушкин А.,12+,2017,0,Искательпресс,95,Капитанская дочка,https://img-gorod.ru/upload/iblock/774/774fff8939d8ebfa050c55b2df80351e.jpg,,,0,Библиотечка школьника,,Мягкая бумажная,4000,21.5 x 14.1 x 0.4,Симанчук А.,76
458974,2372363,9785905424199,Пушкин А.,16+,2013,0,Искательпресс,,Евгений Онегин. Роман,https://img-gorod.ru/upload/iblock/54a/54a0e72389eb2347b2b2e92385d6c4ea.jpg,,,0,Библиотека Классики,,Мягкая глянцевая,3000,20 x 12.3 x 1.1,,78
459935,2021532,9785699061204,Пушкин А.,,2004,0,Эксмо,1376,Пушкин Золотой том Собрание сочинений,https://img-gorod.ru/upload/iblock/85e/85ebc71acb1cda4b84a1057c5f1fa63b.jpg,,Кондрашова Л.,0,,,Твердая бумажная,,22 x 14.7 x 4.5,,1271
465163,2376122,9785445304548,Пушкин А.,,2014,0,Лениздат,224,Я помню чудное мгновенье. Стихотворения,https://img-gorod.ru/upload/iblock/429/42946c3bd5576d2e480b9f025cfa7e88.jpg,,,0,Лениздат-классика,,Твердая бумажная,2000,18.5 x 12.5 x 1.4,,
465211,2376222,9785445305071,Пушкин А.,,2014,0,Лениздат,160,Маленькие трагедии. Пиковая дама,https://img-gorod.ru/upload/iblock/d41/d419ec08988e6630de8a59781c4432db.jpg,,,0,Лениздат-классика,,Твердая бумажная,2000,18.5 x 12.5 x 1.2,,
465727,2376254,9785445303862,Пушкин А.,,2014,0,Лениздат,160,Маленькие трагедии. Пиковая дама,https://img-gorod.ru/upload/iblock/c5b/c5b5eed4ba496c46587d42d189a01648.jpg,,,0,Лениздат-классика,,Мягкая бумажная,4000,18 x 12 x 1,,116
465801,2377022,9785445305170,Пушкин А.,,2014,0,Лениздат,352,Евгений Онегин,https://img-gorod.ru/upload/iblock/565/5651e7f55a60aa13bba55ae6b47753e6.jpg,,,0,Лениздат-классика,,Твердая бумажная,2000,18.5 x 12.5 x 1.5,,
470931,2379506,9785373014656,Пушкин А.,0+,2013,0,Олма Медиагрупп,31,Сказка о золотом петушке. Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/dbd/dbd1c0301fc6d69490aed6dda59f0c96.jpg,,,0,Сказки Ученого Кота,,Твердая глянцевая,5000,28.5 x 21.5 x 0.5,Билибин Иван Яковлевич,155
483963,2381724,9785389058989,Пушкин А.,,2013,1,Азбука СПб,1376,Александр Пушкин. Малое собрание сочинений,https://img-gorod.ru/upload/iblock/9d7/9d716c0111978499794d3584c9655596.jpg,,,5,Малая библиотека шедевров,,Твердая бумажная,7000,14.5 x 9 x 3.5,,668
484106,2382501,9785389037724,Пушкин А.,,2013,1,Махаон,144,Дубровский,https://img-gorod.ru/upload/iblock/ba5/ba505d201c0117c83c42e23a322e5546.jpg,,,5,Классная классика,,Твердая бумажная,6000,24.3 x 20 x 1.2,Иткин Анатолий Зиновьевич,256
490252,2385488,9785358117341,Пушкин А.,,2012,0,Дрофа,237,Евгений Онегин,https://img-gorod.ru/upload/iblock/6af/6afa1b7b324aa9ed0b7ee7ad3dbf6961.jpg,,,0,Библиотека отечественной классики,,Твердая бумажная,5500,21.9 x 14.8 x 1.1,,
490253,2385489,9785358114289,Пушкин А.,,2012,0,Дрофа,382,Стихотворения Поэмы Драматические произведения,https://img-gorod.ru/upload/iblock/f71/f71aca0773ff7ceeddbaad83db33410a.jpg,,,0,Библиотека отечественной классики,,Твердая бумажная,4500,21.6 x 14.6 x 2,,
490430,2385713,9785445306276,Пушкин А.,6+,2013,0,Акварель,56,"Сказка о царе Салтане, о сыне его славном и могучем богатыре князе Гвидоне Салтоновиче и о прекрасной царевне лебеди",https://img-gorod.ru/upload/iblock/f72/f72a1b9107bc7a9b7f9a3b9e0a1f7d7a.jpg,,,0,Волшебники кисти,,Твердая бумажная,5000,30.7 x 27.6 x 0.8,Антоненков Евгений Абрамович,391
492851,2387385,9786177053056,Пушкин А.,,2013,0,Микко Харьков,56,Сказца о царе Салтане,https://img-gorod.ru/upload/iblock/6f6/6f6fa7daee090d9c033e49a7fb12b86f.jpg,,,0,Сказки А.С. Пушкина,,Мягкая бумажная,10000,27.5 x 20.4 x 0.4,"Осадчая Мария, Павлюкевич-Чернецкая Анна",
492852,2387386,9786177053025,Пушкин А.,,2013,0,Микко Харьков,36,Сказка о мертвой царевне и о семи богатырях,https://img-gorod.ru/upload/iblock/84f/84f101679867bf17c10f7f8d45df59ff.jpg,,,0,Сказки А.С. Пушкина,,Мягкая бумажная,10000,27.5 x 20.4 x 0.1,"Осадчая М. М., Павлюкевич-Чернецкая А. В.",
492853,2387387,9786177053018,Пушкин А.,,2013,0,Микко Харьков,20,Сказка о золотом петушке,https://img-gorod.ru/upload/iblock/866/8667319e3fa225c5137e1590d43b9e28.jpg,,,0,Сказки А.С. Пушкина,,Мягкая бумажная,10000,27.5 x 20.4 x 0.1,"Осадчая Мария, Павлюкевич-Чернецкая А. В.",
493900,2388152,9785992215557,Пушкин А.,,2013,1,Альфа - книга,375,Евгений Онегин. Драматические произведения,https://img-gorod.ru/upload/iblock/2d0/2d0a201f2e4902edbe054637d9fe27bc.jpg,,,5,Собрание мировой классики,,Твердая бумажная,5000,20.9 x 13.1 x 2.5,,122
497812,1892705,5710772763,Пушкин А.,,2003,0,Дрофа,384,Пушкин Стихотворения Поэмы Драм. произведения,https://img-gorod.ru/upload/iblock/486/486780408a671fd27860767c8452343a.jpg,,,0,Библиотека отечественной классики,,Твердая глянцевая,,,,
538344,2134337,9785699226320,Пушкин А.,,2007,0,Эксмо,224,Евгений Онегин 9 кл,https://img-gorod.ru/upload/iblock/f29/f296fd868fdae941728457881ed60ae0.jpg,,,0,Классика в классе,,Мягкая глянцевая,,21.2 x 13.9 x 1,,
638497,2394572,9785699672141,Пушкин А.,16+,2013,0,Эксмо,224,Пиковая дама,https://img-gorod.ru/upload/iblock/2cd/2cda563c043dacc335319e42e2bf20b6.jpg,,,0,Pocket book,,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,129
688064,2396910,9785373052238,Пушкин А.,,2013,0,Олма Медиагрупп,448,Пушкин А.С. Избранное,https://img-gorod.ru/upload/iblock/a90/a905f3d7786882d372cb20002d30a559.jpg,,"Бутромеев В. В., Бутромеев В. П.",0,Сокровища мировой литературы,,Дутая,2800,31.5 x 24.5 x 4.5,,2532
688066,2396912,9785373058025,Пушкин А.,,2013,0,Олма Медиагрупп,448,"Евгений Онегин. Роман в стихах в десяти главах с пьесой-прологом ""Разговор книгопродавца с поэтом"" и эпилогом - стихотворением ""Труд""",https://img-gorod.ru/upload/iblock/33e/33eebfd6ea2ba8a407b043d22c6b9cd7.jpg,,"Бутромеев В. В., Бутромеев В. П.",0,Мир в картинках,,Дутая,2600,32 x 25.5 x 5,,
688096,2396949,9785445102359,Пушкин А.,0+,2014,0,Оникс-Лит,64,Сказки. О рыбаке и рыбке. О попе и работнике его Балде. О мертвой царевне и семи богатырях,https://img-gorod.ru/upload/iblock/050/05040abf9525abb2df0d7a59ea17787e.jpg,,,0,Библиотечка детской классики,,Твердая глянцевая,5000,21.5 x 14.5 x 0.6,Елисеев Анатолий Михайлович,122
689901,1662676,9785465034180,Пушкин А.,0+,2017,0,Омега,128,Пушкин Сказки,https://img-gorod.ru/upload/iblock/fd0/fd00c160b0b262da523de5a0292cc142.jpg,,Милюкова И.В.,0,Лучшие сказки,,Твердая бумажная,6000,26.3 x 20.1 x 1.4,Багина Л.К.,308
692238,2398226,9785938938663,Пушкин А.,,2013,0,Медный всадник,154,Сказки Пушкина,https://img-gorod.ru/upload/iblock/bcb/bcbf7e31fc597c7fcba958fe0fcae2d9.jpg,,,0,,,Твердая глянцевая,,26.5 x 20 x 1,,912
692538,2398227,9785938938670,Пушкин А.,,2013,0,Медный всадник,154,Pushkin`s Fairy Tales,https://img-gorod.ru/upload/iblock/091/091b504892b19533d0e1fb44b2cca60a.jpg,,,0,,,Твердая глянцевая,,26.5 x 19.5 x 1,,992
693051,2398918,9785926815532,Пушкин А.,6+,2013,0,Речь СПб,24,Песнь о вещем Олеге,https://img-gorod.ru/upload/iblock/f39/f390376c2ab01b1073a80ee74c9647e0.jpg,,,0,,,Твердая бумажная,7000,27.5 x 22.5 x 0.7,Лосин Вениамин,
693346,2399006,9785992215540,Пушкин А.,,2014,0,Альфа - книга,438,Александр Пушкин. Полное собрание романов и повестей. История Пугачева,https://img-gorod.ru/upload/iblock/fdd/fdd36f366e8ba1c27a3100241c461e1d.jpg,,,0,Собрание мировой классики,,Твердая бумажная,5000,20.5 x 13 x 3,,122
693894,2102396,9785895373668,Пушкин А.,6+,2016,0,Стрекоза-пресс,64,Песнь о вещем Олеге,https://img-gorod.ru/upload/iblock/d03/d0356007ca8ec511d555aab8238f6ef9.jpg,,,0,Внеклассное чтение,,Мягкая бумажная,,21.1 x 14 x 0.3,Мацыгин Г.,68
694604,2095304,9785938335202,Пушкин А.,,2006,0,Мир Искателя,96,Стихи и сказки,https://img-gorod.ru/upload/iblock/3e8/3e8c61034d17f3400fe2e9dac7d595ce.jpg,,,0,Книга в подарок,,Твердая глянцевая,,33 x 25 x 1.3,,
706744,2400260,9785915032070,Пушкин А.,6+,2014,1,"Дом Славянской Книги,ООО",256,Сказки А.С. Пушкина,https://img-gorod.ru/upload/iblock/09f/09f92915f5cc79cb155c06c15bfdbd6c.jpg,,,4,В гостях у сказки,,Твердая глянцевая,2000,17 x 13 x 1.5,"Орлова Л. В., Панфилов С. Н.",194
707096,2400723,9785699643080,Пушкин А.,12+,2014,0,Эксмо,240,Евгений Онегин,https://img-gorod.ru/upload/iblock/c94/c94871fafb735865da6f816e0e9fb655.jpg,,,0,Классика в школе,,Твердая глянцевая,4000,20.7 x 13.2 x 1.7,,136
