ID карточки,ID товара,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Обложка,Переводчик,Редактор,Рейтинг,Серия,Составитель,Тип обложки,Тираж,Формат,Художник,Цена
1004316,1347326,5170071795,Пушкин А.,,2002,0,АСТ,192,Пушкин Стихотворения,https://img-gorod.ru/upload/iblock/5a8/5a8851767995b1e22021dd2a8f006e11.jpg,,,0,Хрестоматия школьника,,Твердая глянцевая,,20.7 x 13.3 x 1.5,,74
1005450,2610031,9785995132998,Пушкин А.,6+,2017,0,Стрекоза,80,Сказки,https://img-gorod.ru/upload/iblock/0e2/0e21c2d6177d97e45b1136a3dccdbb8f.jpg,,,0,Внеклассное чтение,,Мягкая бумажная,,21 x 14 x 0.4,Бедарев Г.,68
1006688,2611100,9785699780938,Пушкин А.,0+,2017,0,Эксмо,43,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/896/8960726d3834133d8cd362a2253886a6.jpg,,Талалаева Е.,0,Самые лучшие сказки,,Твердая глянцевая,5000,20.3 x 14.5 x 0.8,,141
1009569,2613592,9785353085843,Пушкин А.,0+,2017,0,Росмэн,32,Сказка о золотом петушке,https://img-gorod.ru/upload/iblock/647/64741a40dc07a18302f5147c4084c724.jpg,,Конча Н.,0,Детская библиотека РОСМЭН,,Твердая глянцевая,,20 x 13.5 x 0.5,,72
1010177,2614206,9785179832010,Пушкин А.,12+,2017,0,АСТ,222,Дубровский. Повести Белкина,https://img-gorod.ru/upload/iblock/d24/d24251088105aa987b17bd662bf5b14b.jpg,,,0,Школьное чтение,,Твердая бумажная,3000,20.5 x 13 x 1.3,,162
1010178,2614207,9785179832027,Пушкин А.,12+,2017,0,АСТ,222,Дубровский. Повести Белкина,https://img-gorod.ru/upload/iblock/01f/01f613371fffc953f2589e96ea654ccc.jpg,,,0,Классика для школьников,,Твердая бумажная,2000,20.5 x 13 x 1.3,,178
1013331,2616142,9785389133136,Пушкин А.,0+,2018,0,Махаон,176,Повести Белкина. Дубровский,https://img-gorod.ru/upload/iblock/601/601e224bed3fe878450938befe53cda9.jpg,,Бирюкова А.Ю.,0,,,Твердая бумажная,5000,24.4 x 20 x 1.8,Иткин Анатолий,408
1014019,2616797,9785171057824,Пушкин А.,12+,2017,0,АСТ,352,Пиковая дама. Повести и поэмы,https://img-gorod.ru/upload/iblock/f82/f82dfa6b4413d4eef3e3d64612fe926d.jpg,,,0,Эксклюзив: Русская классика,,Мягкая бумажная,5000,18 x 11.6 x 1.8,,138
1014441,2617203,9785040894284,Пушкин А.,16+,2017,0,Издательство Э,544,Стихотворения. Сказки. Поэмы,https://img-gorod.ru/upload/iblock/476/4764f715279e4f577d00c8b5686dcd4c.jpg,,,0,100 главных книг,,Твердая бумажная,2000,20.8 x 13.5 x 2.8,,304
1015173,2617918,9785040900091,Пушкин А.,16+,2017,0,Издательство Э,384,Евгений Онегин,https://img-gorod.ru/upload/iblock/19b/19b912256dbe262449feb14aeeb63289.jpg,,,0,Всемирная библиотека поэзии,,Твердая бумажная,3000,17 x 17.5 x 2,,203
1015174,2617919,9785040900084,Пушкин А.,16+,2017,0,Издательство Э,384,Евгений Онегин,https://img-gorod.ru/upload/iblock/38b/38b2d542d9e7ca5004724ceb2401dcd6.jpg,,,0,Золотая серия поэзии,,Твердая глянцевая,3000,17 x 11.6 x 2,,194
1016760,2619560,9785880933532,Пушкин А.,,2017,0,Звонница-МГ,,Евгений Онегин. Роман в стихах (на русском и абхазском языках),https://img-gorod.ru/upload/iblock/08d/08d5881aa63eaf29db5f26ec4b9847fd.jpg,Ласуриа Мушни,Квициниа Николай,0,,,Твердая бумажная,,26.6 x 21 x 2.5,,1906
1017134,2620044,9785353086024,Пушкин А.,,2017,0,Росмэн,48,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/7fa/7fa20da0e10cda92954a663001e04998.jpg,,,0,,,Твердая бумажная,,28.4 x 21.8 x 0.9,Демидов,421
1017945,2620870,9785040896943,Пушкин А.,12+,2017,0,Издательство Э,192,Руслан и Людмила,https://img-gorod.ru/upload/iblock/939/9393f210e927d36c2e47da8d5510a14a.jpg,,,0,Классика в школе,,Твердая глянцевая,6000,20.5 x 13 x 1.8,,136
1017946,2620871,9785040896950,Пушкин А.,12+,2017,0,Издательство Э,192,Руслан и Людмила,https://img-gorod.ru/upload/iblock/3c3/3c34ebaafde5505c6a35573729a393a1.jpg,,,0,Внеклассное чтение,,Твердая глянцевая,6000,20.5 x 13 x 1.8,,136
1017953,2620882,9785938986367,Пушкин А.,12+,2017,0,Вита Нова,64,Барышня-крестьянка,https://img-gorod.ru/upload/iblock/491/49106ccbd70e99eaed371549085121e5.jpg,,Глобус Л.,0,,,Твердая бумажная,2000,28.5 x 21.5 x 1.2,Лавренко Г.,799
1018035,2620983,9785445105695,Пушкин А.,0+,2018,0,Оникс-Лит,144,Сказки,https://img-gorod.ru/upload/iblock/91d/91de4c5da5a0ab9f186e1a64c99afd11.jpg,,Рябченко В.,0,,,Твердая бумажная,5000,28.8 x 22 x 1.3,Назарук В.,578
1018229,2621023,9785521006359,Пушкин А.,0+,2017,0,Пальмира,48,Сказка о царе Салтане,https://img-gorod.ru/upload/iblock/737/7372a9b0c75579248cbdeedfbd088d2b.jpg,,Смирнова Марина,0,Сказка в подарок,,Твердая бумажная,,24 x 16.6 x 0.5,Билибин Иван,208
1018232,2621026,9785521006366,Пушкин А.,0+,2017,0,Пальмира,48,Сказка о Золотом петушке,https://img-gorod.ru/upload/iblock/2e3/2e3b73080b923597db038d7b86ce674d.jpg,,Смирнова Марина,0,Сказка в подарок,,Твердая бумажная,,24 x 16.6 x 0.5,Назарук Вячеслав,208
1018233,2621027,9785521006373,Пушкин А.,0+,2017,0,Пальмира,48,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/c6d/c6d11f857422ce259a0d59c0a8e1fed8.jpg,,Смирнова Марина,0,Сказка в подарок,,Твердая бумажная,,24 x 16.6 x 0.5,Назарук Вячеслав,216
1020794,2623501,9785171062842,Пушкин А.,12+,2018,0,АСТ,318,Стихотворения. Поэмы. Маленькие трагедии,https://img-gorod.ru/upload/iblock/43f/43f508a36159ddda103d57c5b310195f.jpg,,,0,Классика для школьников,,Твердая бумажная,2000,20.7 x 13.1 x 1.9,,186
1020795,2623502,9785171062675,Пушкин А.,12+,2018,0,АСТ,318,Стихотворения. Поэмы. Маленькие трагедии,https://img-gorod.ru/upload/iblock/01b/01be5f1cfe7de7a2884b0cc54e5f908d.jpg,,,0,Школьное чтение,,Твердая бумажная,3000,20.7 x 13.2 x 1.9,,170
1021070,2623648,9785040887910,Пушкин А.,0+,2018,0,Эксмо,72,Сказка о рыбаке и рыбке и другие сказки,https://img-gorod.ru/upload/iblock/fa8/fa82637967b041e8ced340f4ce44fa9c.jpg,,,0,Книги - мои друзья,,Твердая бумажная,7000,21.9 x 14.4 x 0.7,Власова А.,122
1021802,2624348,9785040893409,Пушкин А.,0+,2018,0,Эксмо,64,"Сказка о царе Салтане, о сыне его славном и могучем богатыре князе Гвидоне Салтановиче и о прекрасной царевне Лебеди",https://img-gorod.ru/upload/iblock/2ab/2ab1d976f0e109bf7ab4161e42424802.jpg,,,0,Книги - мои друзья,,Твердая глянцевая,5000,22 x 14.5 x 0.6,Власова Анна,122
1022005,2624129,9785944555984,Пушкин А.,0+,2017,0,Литера ИД,192,Стихи и сказки,https://img-gorod.ru/upload/iblock/fc8/fc8309b5b1e0da2021e101e11bf4d377.jpg,,Вдовина И.,0,Сказки на ночь,,Твердая глянцевая,3000,29.5 x 21 x 2,"Анциферова О., Ланская И., Ким О.",592
1022095,2624677,9785465035163,Пушкин А.,12+,2018,0,Омега,208,Поэмы,https://img-gorod.ru/upload/iblock/2f1/2f179d8f6de9dc40cd2d02d427771cd3.jpg,,,0,Школьная библиотека,,Мягкая глянцевая,8000,21.5 x 14 x 1,Сычев А.,104
1022396,2099390,594455598X,Пушкин А.,,2006,0,Литера ИД,192,Стихи и сказки,https://img-gorod.ru/upload/iblock/76b/76b075663662349325a840242539d6e9.jpg,,,0,Сказки на ночь,,Твердая глянцевая,,28 x 21 x 1.7,,237
1022495,2625053,9785389140080,Пушкин А.,0+,2018,2,Махаон,144,Капитанская дочка,https://img-gorod.ru/upload/iblock/a06/a06d5407a97956174e05dbb2432cd206.jpg,,,5,,,Твердая бумажная,5000,24.4 x 20.2 x 1.8,Иткин Анатолий,408
1025921,2628000,9785040040179,Пушкин А.,0+,2017,0,Эксмо,72,Сказки,https://img-gorod.ru/upload/iblock/0e9/0e9a53ec98681b20e0662dfac5f2b2e2.jpg,,,0,,,Твердая глянцевая,24000,22 x 14.3 x 0.8,Власова Анна,122
1027438,2629457,9785699973491,Пушкин А.,12+,2018,0,Эксмо,128,Руслан и Людмила,https://img-gorod.ru/upload/iblock/1e8/1e837e20c195fa6d59a9b094eb2cb326.jpg,,,0,Классика,,Твердая глянцевая,7000,20.5 x 13 x 0.8,Власова А.,118
1028503,2630431,9785353087151,Пушкин А.,0+,2018,0,Росмэн,,У Лукоморья,https://img-gorod.ru/upload/iblock/21d/21d4919578be0e3d19f259f13c2331c5.jpg,,,0,Веселые глазки,,Картон,,21.8 x 15.9 x 0.6,Баринова Т.В.,90
1028805,2630762,9785983792111,Пушкин А.,,2016,0,Новое издательство,448,"Стихотворения из ""северных цветов"" 1932 года",https://img-gorod.ru/upload/iblock/5fa/5fa6587171d564f8e4a8e2147ba9ccad.jpg,,Бетеа Д.М.,0,,,Твердая бумажная,,21.6 x 14.9 x 3.8,,702
1029018,2630953,9785906998040,Пушкин А.,6+,2017,0,Искателькнига,96,Стихи и сказки,https://img-gorod.ru/upload/iblock/772/772172315af5230c0686edcc95e9674a.jpg,,,0,Школьная классика,,Твердая бумажная,,20.5 x 13 x 0.7,Дугина В.,100
1034727,2636557,9785040917457,Пушкин А.,12+,2018,0,Эксмо,352,Капитанская дочка,https://img-gorod.ru/upload/iblock/cec/cec1e71fc15644ad2ce9493d8a436949.jpg,,,0,Классика,,Твердая глянцевая,7000,20.7 x 13 x 2.8,,123
1034753,2636605,9785040902903,Пушкин А.,6+,2018,0,Эксмо,128,Сказка о рыбаке и рыбке и другие сказки,https://img-gorod.ru/upload/iblock/fb7/fb72edf325ca1078d214b741ceade20c.jpg,,,0,Правильное чтение,,Твердая глянцевая,7000,20.6 x 13 x 1.3,,114
1037317,2639079,9785040923076,Пушкин А.,16+,2018,0,Издательство Э,224,Пиковая дама,https://img-gorod.ru/upload/iblock/0cc/0ccaf67d54dd1cc92a5aa9ccd8f6c9c6.jpg,,,0,100 главных книг,,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,129
1039856,2640620,9785906998439,Пушкин А.,6+,2018,0,Искателькнига,95,Руслан и Людмила. Сказка о Золотом петушке,https://img-gorod.ru/upload/iblock/a71/a71b1d6e99d309f84be1b2c3869feed7.jpg,,,0,Школьная классика,,Твердая бумажная,,20.5 x 13 x 0.6,Гавин П.,100
1040881,2641503,9785407008897,Пушкин А.,12+,2018,0,Литера ИД,96,Дубровский,https://img-gorod.ru/upload/iblock/b77/b77b8f0c4e15b05c8624a2fced40f86b.jpg,,,0,Внеклассное чтение,,Мягкая бумажная,5000,21.5 x 14 x 0.6,,112
1040883,2641505,9785407008903,Пушкин А.,12+,2018,0,Литера ИД,128,Капитанская дочка,https://img-gorod.ru/upload/iblock/d98/d98fb5cbc8dfd29f36049af2aebf040d.jpg,,,0,Внеклассное чтение,,Мягкая бумажная,5000,21.5 x 14 x 0.6,,154
1040980,2641621,9785993023106,Пушкин А.,12+,2017,0,Алтей,144,Дубровский. Станционный смотритель. Барышня-крестьянка,https://img-gorod.ru/upload/iblock/6b9/6b980122dbf1cd4833b9b30fcf359acd.jpg,,,0,Читаем в школе. Мировая классика,,Мягкая глянцевая,20000,21 x 14 x 0.7,Даниленко С.,91
1040986,2641627,9785993023434,Пушкин А.,6+,2017,0,Алтей,95,Лукоморье. Сборник сказок,https://img-gorod.ru/upload/iblock/209/2092d8fb71f18c3557cd3dc7d7445113.jpg,,,0,,,Твердая глянцевая,15000,28.6 x 21.5 x 0.6,Даниленко С.,149
1043988,2644223,9785960304351,Пушкин А.,,2018,3,СЗКЭО СПб,640,Евгений Онегин. Медный всадник. Пиковая дама. Маленькие трагедии. Повести Белкина. Дубровский. Капитанская дочка,https://img-gorod.ru/upload/iblock/2f2/2f284268f9459283db74f49294deec15.jpg,,,4,Библиотека мировой литературы,,Твердая бумажная,3000,24.9 x 17.6 x 3.3,"Самокиш-Судковская Е., Бенуа А., Кравченко А., Симаков И. и др.",898
1047531,2648642,9785247570585,Пушкин А.,12+,2018,0,Мартин,160,Капитанская дочка,https://img-gorod.ru/upload/iblock/3e3/3e30742ef4cf27bafc45e67a29b3c7e9.jpg,,,0,Малая избранная иллюстрированная классика,,Твердая глянцевая,2500,17.2 x 11 x 1.3,,146
1047558,2648674,9785847510226,Пушкин А.,12+,2017,0,Мартин,224,Евгений Онегин,https://img-gorod.ru/upload/iblock/115/11584252373b802abcb9aea476a7f07e.jpg,,,0,Малая избранная иллюстрированная классика,,Твердая глянцевая,2500,17.2 x 11 x 1.6,,146
1047986,2649074,9785040932399,Пушкин А.,16+,2018,0,Издательство Э,448,Александр Пушкин. Стихотворения,https://img-gorod.ru/upload/iblock/d0a/d0adfdd837dbbd7b59601bc0322a313e.jpg,,,0,Pocket book,,Мягкая глянцевая,3000,18.1 x 11.5 x 2.7,,136
1047987,2649075,9785040932429,Пушкин А.,16+,2018,0,Издательство Э,448,Александр Пушкин. Стихотворения,https://img-gorod.ru/upload/iblock/ad2/ad279f269733c165916f2ede36e28a1f.jpg,,,0,100 главных книг,,Мягкая глянцевая,3000,18.1 x 11.5 x 2.7,,136
1048504,2649532,9785222304570,Пушкин А.,0+,2018,0,Феникс,62,Сказка о царе Салтане,https://img-gorod.ru/upload/iblock/e74/e74e8aba20cf4360bcb41ce04c61846b.jpg,,Волкова Д.,0,Школьная программа по чтению,,Мягкая бумажная,10000,21 x 14 x 0.4,Буслаева Е.,69
1050013,2651133,9785990903265,Пушкин А.,12+,2018,0,Искателькнига,95,Дубровский. Роман,https://img-gorod.ru/upload/iblock/0cf/0cf1c21698f3348b9564aa1e82a0135d.jpg,,,0,Школьная классика,,Твердая бумажная,3000,20.5 x 12.8 x 0.7,Кустодиева Б.,100
1051389,2652510,9785353088486,Пушкин А.,0+,2018,0,Росмэн,,У Лукоморья,https://img-gorod.ru/upload/iblock/470/470d2e380a917db83cd9ee4084536544.jpg,,Котятова Н.,0,Раскладные книжки,,Картон,,23 x 15 x 0.5,Здоронова Е.,89
1054258,2655073,9785407009153,Пушкин А.,12+,2018,0,Литера ИД,48,Арап Петра Великого,https://img-gorod.ru/upload/iblock/b3f/b3f40ad71dfe6a85e1d446a7cbc82c74.jpg,,,0,Внеклассное чтение,,Мягкая бумажная,5000,21.5 x 14.1 x 0.2,,87
1054815,2655454,5782700866,Пушкин А.,,2005,0,Интрейд Корпорейшн,479,Бахчисарайский фонтан,https://img-gorod.ru/upload/iblock/9fc/9fc7c52186c2aebe2e7520c9b26629db.jpg,,,0,,,Твердая бумажная,1500,22.1 x 14.9 x 3.3,"Глушенко В., Воронин И., Плошинский С. и др.",5500
1054816,2655455,5782700874,Пушкин А.,,2006,0,Интрейд Корпорейшн,583,Капитанская дочка,https://img-gorod.ru/upload/iblock/a3f/a3f280179a635fecb954eff4a77f7298.jpg,,,0,,,Твердая бумажная,1500,22 x 14.9 x 3.8,"Дудина А., Глушенко В., Юдин Г. И др.",7000
1054817,2655456,5782700858,Пушкин А.,,2004,0,Интрейд Корпорейшн,507,Руслан и Людмила,https://img-gorod.ru/upload/iblock/5b6/5b6f15767724298a82c0cb51b8522076.jpg,,,0,,,Твердая бумажная,1500,22.1 x 14.9 x 3.2,"Третьяков В., Лебедев К., Воронин И. и др.",5500
1054818,2655457,5782700831,Пушкин А.,,2003,0,Интрейд Корпорейшн,567,Духовной жаждою томим,https://img-gorod.ru/upload/iblock/705/705ce7bd4fad529fa2a306f802af3713.jpg,,,0,,,Твердая бумажная,1500,22.1 x 15 x 3.7,Петров М.,7000
1054819,2655458,5782700823,Пушкин А.,,2003,0,Интрейд Корпорейшн,567,Счастливый баловень Венеры,https://img-gorod.ru/upload/iblock/65a/65a739be6f9d28094de98fc454b778e5.jpg,,,0,,,Твердая бумажная,1500,22 x 15 x 3.7,Петров М.,7000
1054983,2655663,9785040950621,Пушкин А.,16+,2018,2,Издательство Э,224,Евгений Онегин,https://img-gorod.ru/upload/iblock/5d8/5d885e50dcb9488c6a662841b916d683.jpg,,,5,100 главных книг,,Мягкая глянцевая,5000,18 x 11.6 x 1.7,,162
1056076,2656588,9785847511223,Пушкин А.,12+,2018,0,Мартин,352,Евгений Онегин. Повести Белкина. Капитанская дочка,https://img-gorod.ru/upload/iblock/0e7/0e7081de7c2abca62264a20a72c1931a.jpg,,,0,Избранная культовая классика,,Твердая бумажная,2000,19.1 x 12.4 x 1.7,,154
1056523,2656961,9785779350983,Пушкин А.,,2018,0,Воскресный день,11,"""Уж небо осенью дышало…"". Сборник стихов. Времена года",https://img-gorod.ru/upload/iblock/c15/c152d86be145ac954a8bea99810357f7.jpg,,,0,Русская поэзия,,Мягкая глянцевая,,30 x 22.5 x 0.2,,263
1056524,2656963,9785779351034,Пушкин А.,,2018,0,Воскресный день,11,"""Я памятник себе воздвиг нерукотворный…"". Сборник стихов о жизни, любви и красоте",https://img-gorod.ru/upload/iblock/76d/76d50b011eea3e21dea97676c7e6da0a.jpg,,,0,Русская поэзия,,Мягкая глянцевая,,30 x 22.5 x 0.2,,263
1056525,2656964,9785779350969,Пушкин А.,,2018,0,Воскресный день,11,Песнь о вещем Олеге,https://img-gorod.ru/upload/iblock/c92/c92495ecb739a32d79b77ddc848933cd.jpg,,,0,Русская поэзия,,Мягкая глянцевая,,30 x 22.5 x 0.2,,
1057300,2657691,9785040952342,Пушкин А.,12+,2018,0,Эксмо,272,Евгений Онегин. Каменный гость,https://img-gorod.ru/upload/iblock/814/814f31b82324bf5f1ff9c41cb03c60c5.jpg,,,0,Классика,,Твердая глянцевая,7000,20.5 x 13 x 1.7,,123
1057353,2657656,9785378045815,Пушкин А.,0+,2017,0,Проф-пресс,128,Сказки на все времена,https://img-gorod.ru/upload/iblock/0c1/0c17e279284e437868961c36d9c7f98b.jpg,,,0,Коллекционная серия,,Твердая бумажная,5000,25.6 x 20.2 x 1.1,Кравец Юрий,410
1057692,2658022,9785378273348,Пушкин А.,0+,2018,0,Проф-пресс,48,Сказки А.С. Пушкина,https://img-gorod.ru/upload/iblock/af5/af54e42011f1bdc3c618e21679599b59.jpg,,Кардаева Дю,0,Крупные буквы,,Твердая глянцевая,5000,21.7 x 17 x 0.7,Кравец Ю.,107
1057749,2658091,9785378278183,Пушкин А.,6+,2017,0,Проф-пресс,112,Повести Белкина,https://img-gorod.ru/upload/iblock/46b/46b6ff1231b26e4c5de5bce4305f625d.jpg,,,0,Школьная библиотека,,Твердая глянцевая,10000,21.5 x 16.5 x 0.7,Сальникова Л.,84
1058824,2659117,9785378273775,Пушкин А.,0+,2017,0,Проф-пресс,,Сказка о рыбаке и рыбке. У лукоморья дуб зеленый,https://img-gorod.ru/upload/iblock/d34/d341b2c1d8991b61b69e24b8d9ee011d.jpg,,,0,Мой малыш,,Мягкая бумажная,5000,27.5 x 19.2 x 0.2,Кравец Ю.,56
1060660,2660676,9785983791077,Пушкин А.,,2008,0,Новое издательство,422,Борис Годунов. Сочинения,https://img-gorod.ru/upload/iblock/442/442229a2aac564e2bd47dc13f8845e12.jpg,,Бодрова А.,0,,,Твердая бумажная,,21.8 x 14.8 x 4.2,,561
1060661,2660677,9785983790766,Пушкин А.,,2007,0,Новое издательство,400,Поэмы и повести. Сочинения,https://img-gorod.ru/upload/iblock/c60/c60fe64bc2f4ce558b5c1a71bb2b4a5b.jpg,,Романович А.,0,,,Твердая бумажная,1200,21.8 x 15 x 5,,561
1064074,2664182,9785001114307,Пушкин А.,0+,2018,0,Абрис,256,Сказки,https://img-gorod.ru/upload/iblock/3f3/3f316359be3ff36d43f153912c4dbfba.jpg,,,0,Сказки великих писателей,,Твердая бумажная,1000,26.3 x 20.2 x 1.7,,842
1065168,2664674,9785378197231,Пушкин А.,0+,2016,0,Проф-пресс,,Сказка о рыбаке и рыбке,https://img-gorod.ru/upload/iblock/749/7494e22843b669c1a9ef1772695b8394.jpg,,,0,,,Картон,5000,22 x 16 x 0.5,Иванеева Е.,50
1066157,2665431,9785906998149,Пушкин А.,16+,2018,0,Искателькнига,96,Маленькие трагедии,https://img-gorod.ru/upload/iblock/0fd/0fd0f5d0e8b6262bc96972e95475064a.jpg,,,0,Библиотечка школьника,,Мягкая бумажная,,21.5 x 14 x 0.4,,76
1066654,2665952,нет,Пушкин А.,,2017,0,Красный матрос,40,Стихотворения солдата А. Пушкина (1944),https://img-gorod.ru/upload/iblock/ca7/ca7183c4163d848c76dcc1369a078358.jpg,,,0,Обрыдалово,,Мягкая бумажная,200,16.5 x 11.8 x 0.3,,373
1068917,2667978,9785378280797,Пушкин А.,12+,2018,0,Проф-пресс,112,Руслан и Людмила,https://img-gorod.ru/upload/iblock/ed5/ed5e3808ff40e20dd8f2022de5873988.jpg,,,0,Школьная библиотека,,Твердая глянцевая,5000,21.4 x 16.4 x 0.7,Габазова Юлия,84
1071961,2673371,9785506008071,Пушкин А.,0+,2017,0,Симбат,48,Сказка о царе Салтане,https://img-gorod.ru/upload/iblock/edb/edb248cfc3c0add461c64f1aff559042.jpg,,,0,Любимая библиотека,,Твердая глянцевая,5000,22 x 17 x 0.7,Рубцова Евгения,103
1074608,2675848,9785433506497,Пушкин А.,6+,2018,0,Нигма,56,"Сказка о царе Салтане, о сыне его славном и могучем богатыре князе Гвидоне Салтановиче и о прекрасной царевне Лебеди",https://img-gorod.ru/upload/iblock/ea4/ea4dd907ad032333a38c7d658408dd47.jpg,,,0,,,Твердая бумажная,3000,28.6 x 22.1 x 1,Седова Я.,639
1075573,2676201,9786171246812,Пушкин А.,12+,2018,0,Клуб Семейного Досуга,414,Арап Петра Великого. Дубровский. Пиковая дама,https://img-gorod.ru/upload/iblock/a3e/a3e3265340d86eef551ae21ec36770b7.jpg,,,0,Шедевры мировой классики,,Твердая бумажная,5450,20.6 x 13.2 x 2,,425
1077073,2678313,9785040978076,Пушкин А.,16+,2018,0,Эксмо,224,Борис Годунов. Маленькие трагедии,https://img-gorod.ru/upload/iblock/c90/c9080b4241c6f783d2200cb74e8b2ecd.jpg,,,0,Pocket book,,Мягкая глянцевая,4000,18 x 11.7 x 1.5,,131
1078398,2679798,9785353089322,Пушкин А.,0+,2018,0,Росмэн,128,Сказки в картинках для малышей,https://img-gorod.ru/upload/iblock/000/0008362c25595b0ad358768908faee61.jpg,,,0,,,Твердая бумажная,,26.3 x 20.2 x 1.1,Демидова Н.,403
1080092,2681716,9785386109745,Пушкин А.,0+,2018,0,РИПОЛ классик,48,Александр Пушкин. Сказки,https://img-gorod.ru/upload/iblock/e14/e14ebb313c8d18c96f86aeb4d188618b.jpg,,,0,Сказка за сказкой,,Твердая бумажная,2000,24.8 x 17.8 x 0.8,Билибин И.Я.,250
1082328,2682754,9785906998798,Пушкин А.,12+,2018,0,Искателькнига,96,Повести Белкина,https://img-gorod.ru/upload/iblock/8f1/8f1eae1c521ee6d13bbb4a46e37fd181.jpg,,,0,Школьная классика,,Твердая бумажная,,20.8 x 13 x 0.9,Симанчук А.,104
1083119,2685699,9785865474913,Пушкин А.,16+,2017,0,Златоуст,72,Пиковая дама,https://img-gorod.ru/upload/iblock/4e8/4e80941b804893fca0dea75c1c145c0f.jpg,,,0,Библиотека Златоуста,,Мягкая бумажная,1000,20 x 14 x 0.4,Гарин К.В.,310
1086411,2688100,9785040983254,Пушкин А.,6+,2019,0,Эксмо,160,Борис Годунов. Моцарт и Сальери. Пир во время чумы,https://img-gorod.ru/upload/iblock/927/9276b2b4396e0dd0209428a25b3adeda.jpg,,,0,Классика,,Твердая глянцевая,5000,20.7 x 13 x 1,,114
1087333,2690010,9785888447987,Пушкин А.,,2019,0,Улыбка,144,А.С. Пушкин. Сказки,https://img-gorod.ru/upload/iblock/e6b/e6b3ee6e83194e97b758846a04612a7c.jpg,,,0,,,Твердая бумажная,3000,26.7 x 21.2 x 1.5,Болотная С.,319
195500,2256116,9785386024826,Пушкин А.,,2010,0,Рипол-Классик,48,Пиковая дама,https://img-gorod.ru/upload/iblock/f0c/f0ce729adab44137c0e538c849f38ed8.jpg,,Крылова Е.,0,Мастера книжной графики,,Суперобложка,,24.7 x 17.3 x 1.2,Дувидов Виктор Аронович,
242360,48441,9785699356775,Пушкин А.,16+,2016,0,Эксмо-Пресс,640,Евгений Онегин,https://img-gorod.ru/upload/iblock/ce2/ce21226297f64f22264207dc0df808a0.jpg,,,0,Русская классика,,Твердая бумажная,,20.7 x 13.3 x 3.3,,207
242832,129776,5170042590,Пушкин А.,,,0,АСТ,240,Евгений Онегин. Пушкин,https://img-gorod.ru/upload/iblock/ec2/ec2e1155e4df85f6ea141e1d3acc118d.jpg,,,0,Школьная хрестоматия,,,,20.6 x 13.2 x 1.5,,
242943,527294,5170060696,Пушкин А.,,2002,0,АСТ,240,Дубровский Капитанская дочка,https://img-gorod.ru/upload/iblock/d89/d89f8c85249496d844d3afbcf15cd821.jpg,,,0,Школьная хрестоматия,,Твердая глянцевая,,20.7 x 13.2 x 1.6,,
243733,1288766,9785080038778,Пушкин А.,16+,2018,0,Детская литература,206,Евгений Онегин,https://img-gorod.ru/upload/iblock/44f/44fb30770e2e68de1a6a418740a516eb.jpg,,,0,Школьная библиотека,,Твердая глянцевая,5000,20.6 x 13.3 x 1.3,Кузьмин Н.,206
243738,1288785,9785080039218,Пушкин А.,16+,2018,0,Детская литература,253,Дубровский. Капитанская дочка,https://img-gorod.ru/upload/iblock/d59/d59173b4edfd477ae610bb64dc81d26f.jpg,,,0,Школьная библиотека,,Твердая глянцевая,3000,20.5 x 13.2 x 1.2,Шмаринов Д. А.,190
244042,1346766,9785699114566,Пушкин А.,,2002,0,Эксмо-Пресс,384,Я помню чудное мгновенье,https://img-gorod.ru/upload/iblock/f6c/f6c86f2956abd7f060453d9cc7dda4f2.jpg,,,0,Золотая серия поэзии,,Твердая глянцевая,,17.3 x 12.5 x 2,,
244582,1517119,9785699114955,Пушкин А.,16+,2015,0,Эксмо,352,Лирика Пушкин,https://img-gorod.ru/upload/iblock/344/344d67b15072bb57dcbbb33cfb8a38c9.jpg,,,0,Народная поэзия,,Твердая бумажная,3000,14.5 x 11 x 2,,194
245303,1588143,9785080038761,Пушкин А.,16+,2014,0,Детская литература,255,Пушкин Стихотворения,https://img-gorod.ru/upload/iblock/87d/87d41e2bb39ce40dd2f66e35822df7b3.jpg,,,0,Школьная библиотека,Куняева С.,Твердая глянцевая,5000,20.7 x 13.2 x 1.5,,206
245394,1596928,5170141114,Пушкин А.,,2002,0,АСТ,218,Повести покойного Ивана Петровича Белкина,https://img-gorod.ru/upload/iblock/158/158d549469e82903820e607058581218.jpg,,,0,Классическая и современная проза,,Мягкая бумажная,,16.5 x 10.7 x 1.1,,
246000,1667659,5170164513,Пушкин А.,,2003,0,АСТ,175,Пушкин Сказки Руслан и Людмила,https://img-gorod.ru/upload/iblock/9dd/9dd38a27d7dc28c7cae95fd5ea66032a.jpg,,,0,Хрестоматия школьника,,Твердая глянцевая,,,,
246155,1800644,9785699019731,Пушкин А.,,2003,1,Эксмо-Пресс,384,Евгений Онегин,https://img-gorod.ru/upload/iblock/bcd/bcd791c025c6919974110df5773e500d.jpg,,,5,,,Твердая бумажная,,14.5 x 11.3 x 2,,194
