ID карточки,ID товара,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Обложка,Переводчик,Редактор,Рейтинг,Серия,Тип обложки,Тираж,Формат,Художник,Цена
305523,2222892,9785367011890,Фрай М.,12+,2013,1,"Амфора, ООО",414,Горе господина Гро,,,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 12 x 1.6,,154
307053,2225048,9785373030793,Хантер Э.,,2010,0,Олма Медиагрупп,352,Медвежье озеро,,Максимова Вероника,Корчагина Ольга,0,Странники,Твердая бумажная,,20.6 x 13.5 x 2,Насыров Леонид,
309851,2228936,9785367011425,Фрай М.,12+,2013,0,"Амфора, ООО",383,Ворона на мосту,,,,0,Хроники Ехо,Мягкая глянцевая,,18 x 12 x 1.5,,142
310895,2230295,9785367024036,Фрай М.,,2010,0,"Амфора, ООО",510,Ключ из желтого металла,,,,0,ФРАМ,Мягкая глянцевая,,18 x 12.5 x 2,,
310896,2230296,9785367012330,Фрай М.,,2010,0,"Амфора, ООО",383,Одна и та же книга,,,Жаворонок Светлана,0,ФРАМ,Твердая бумажная,,21 x 13.5 x 2.8,,427
312706,2232454,9785367013054,Фрай М.,,2010,1,"Амфора, ООО",509,Живые и прочие 41 лучший рассказ 2009 года,,,,5,ФРАМ,Твердая бумажная,,20.7 x 14 x 3.5,,
313050,2233000,9785699391059,Емец Д.,,2010,3,Эксмо,384,Шныр Пегас лев и кентавр,,,Кузнецова Т.,5,Таня Гроттер,Твердая глянцевая,,21 x 13.5 x 2.5,Тимофеева В.,
313111,2233073,9785373031585,Хантер Э.,,2017,3,Олма Медиагрупп,352,Восход солнца,,Максимова Вероника,,4,Коты-воители,Твердая бумажная,4000,21 x 13.5 x 2.1,Насыров Леонид,304
315896,2237017,9785373031349,Хантер Э.,,2017,1,Олма Медиагрупп,192,Герои племени Путеводитель по серии Коты-воители,,Максимова Вероника,Корчагина Ольга,5,Коты-воители,Твердая глянцевая,3000,24.5 x 17 x 1.8,Насыров Леонид,530
316424,2237734,9785699418879,Емец Д.,,2010,0,Эксмо,352,Таня Гроттер и болтливый сфинкс,,,Кузнецова Т.,0,Таня Гроттер,Твердая бумажная,,20.5 x 13.5 x 2.5,,
317381,2239314,9785699335619,Емец Д.,,2010,0,Эксмо,352,Дракончик Пыхалка,,,Кузнецова Т.,0,,Твердая бумажная,,24.3 x 17 x 2.4,,
317487,2239500,9785373034791,Хантер Э.,,2010,0,Олма Медиагрупп,320,Дымная гора,,Максимова Вероника,Корчагина Ольга,0,Странники,Твердая бумажная,,21 x 13.5 x 1.9,Насыров Леонид,
320102,2243443,9785699366156,Емец Д.,,2010,0,Эксмо,280,Приключения домовят,,,Кузнецова Т.,0,,Твердая глянцевая,,26.5 x 20.5 x 2.5,Тимофеева В.,
323381,2248312,9785367012392,Фрай М.,,2010,0,"Амфора, ООО",254,Идеальный роман,,,Суворова Елена,0,ФРАМ,Мягкая глянцевая,,18 x 11.5 x 1.5,,
324455,2249656,9785367015782,Фрай М.,,2010,0,"Амфора, ООО",351,Обжора-хохотун История рассказанная сэром Мелифаро,,,,0,Хроники Ехо,Твердая бумажная,,21 x 13.5 x 2.5,,441
326465,2252399,9785373037518,Хантер Э.,6+,2010,2,Олма Медиагрупп,,Комикс Крутобок & Бич,,,,5,Коты-воители,Мягкая глянцевая,,19.1 x 12.8 x 2.5,,
326765,2252769,9785699446285,Емец Д.,,2010,1,Эксмо,368,Мефодий Буслаев Маг полуночи,,,Кузнецова Т.,5,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.3 x 2.3,,
327708,2254143,9785699426546,Емец Д.,,2010,1,Эксмо,384,У входа нет выхода,,,Кузнецова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,,21 x 13.3 x 2.8,,287
327925,2254732,9785699448524,Емец Д.,,2010,0,Эксмо,352,Мефодий Буслаев Свиток желаний,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.3 x 2.3,,
327972,2254815,9785373038171,Хантер Э.,,2017,1,Просвещение,320,Пророчество Синей Звезды Начало,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,3000,20.7 x 13.3 x 1.8,Насыров Леонид,285
330801,2259410,9785699456970,Емец Д.,,2010,0,Эксмо,280,Приключения домовят,,,Кузнецова Т.,0,,Твердая бумажная,,26.5 x 20.6 x 2.2,Тимофеева В.,
331049,2259726,9785373037587,Хантер Э.,6+,2017,0,Олма Медиагрупп,317,Пророчество Синей Звезды Выбор,,Максимова Вероника,,0,Коты-воители,Твердая бумажная,3000,20.7 x 13.5 x 2,Насыров Леонид,304
332181,2261631,9785699461615,Емец Д.,,2011,1,Эксмо,352,Мефодий Буслаев Билет на Лысую Гору,,,Кузнецова Т.,4,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.3 x 2.3,,198
332377,2261974,9785699462094,Емец Д.,,2011,0,Эксмо,160,Черная-черная простыня,,,Кузнецова Т.,0,Лучшая книга ужасов,Твердая бумажная,,18.5 x 13.5 x 1.5,,
333663,2263800,9785699465651,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и магический контрабас,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2.2,,
333965,2264147,9785699465668,Емец Д.,,2011,0,Эксмо,352,Мефодий Буслаев Светлые крылья для темного стража,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21.1 x 16.3 x 2.1,,
334853,2265331,9785699472277,Емец Д.,,2011,0,Эксмо,352,Мефодий Буслаев Лестница в Эдем,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2,,
335514,2266184,9785699444083,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и Исчезающий Этаж,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2,,
335655,2266342,9785699475452,Емец Д.,,2011,0,Эксмо,384,Мефодий Буслаев Танец меча,,,Кузнецова Т.,0,Мефодий Буслаев,Твердая глянцевая,,20.5 x 13.5 x 2.5,,303
336867,2267967,9785373038928,Хантер Э.,,2011,1,Олма Медиагрупп,320,Последняя глушь,,Максимова Вероника,,5,Странники,Твердая бумажная,,20.9 x 13.7 x 1.7,Насыров Леонид,
338788,2270800,9785699478552,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и Золотая Пиявка,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.2 x 2.3,,
339823,2272190,9785373039758,Хантер Э.,,2017,1,Олма Медиагрупп,320,Четвертый оруженосец,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,4000,20.5 x 13.5 x 1.5,Насыров Леонид,304
342442,2276231,9785699488117,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и трон Древнира,,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2.4,,
343357,2277428,9785373041324,Хантер Э.,,2011,2,Олма Медиагрупп,,Комикс Звездоцап и Саша,,,,5,Коты-воители,Мягкая глянцевая,,19 x 13 x 2.2,,340
347066,2282957,9785699492558,Емец Д.,,2011,0,Эксмо,288,Приключения домовят,,,Кузнецова Т.,0,,Твердая глянцевая,,24.3 x 17 x 2.3,Тимофеева В.,
347723,2283918,9785699494309,Емец Д.,,2011,1,Эксмо,384,Мост в чужую мечту,,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,,20.8 x 13.5 x 2.2,,
349219,2286071,9785373012355,Хантер Э.,,2017,1,Олма Медиагрупп,352,Долгое эхо,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,4000,20.5 x 13.5 x 2,Насыров Леонид,304
350170,2314973,9785367022308,Фрай М.,,2012,0,"Амфора, ООО",398,Лабиринт Менина,,,Жаворонок Светлана,0,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2.2,,362
350534,2315376,9785699556045,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и ботинки кентавра,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.2,,277
350550,2315392,9785373045698,Хантер Э.,,2018,1,Олма Медиагрупп,352,Миссия Огнезвезда. Искупление. В двух книгах. Книга I,,Максимова Вероника,Корчагина Ольга,5,Коты-воители,Твердая бумажная,12000,20.5 x 13 x 1.6,Насыров Леонид,304
350828,2315643,9785699568260,Емец Д.,,2012,0,Эксмо,352,Планета Черного Императора,,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3000,20.5 x 13 x 1.8,,
351635,2316615,9785373045971,Хантер Э.,,2018,3,Олма Медиагрупп,320,Миссия Огнезвезда. Возрождение,,Максимова Вероника,Корчагина Ольга,3,Коты-воители,Твердая бумажная,8000,20.5 x 13 x 1.4,Насыров Л. Х.,285
353342,2197091,9785373024365,Хантер Э.,6+,2017,2,Просвещение,349,Битва за лес,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,5000,21 x 13 x 2.2,Насыров Леонид,304
353398,2200901,9785373024648,Хантер Э.,6+,2017,0,Олма Медиагрупп,318,Темная река,,Максимова Вероника,,0,Коты-воители,Твердая бумажная,4000,21 x 13.2 x 2.1,Насыров Леонид,304
353399,2200902,9785373024587,Хантер Э.,,2017,0,Олма Медиагрупп,350,Отверженные,,Максимова В.А.,,0,Коты-воители,Твердая бумажная,2000,21 x 13.2 x 2.3,,285
353400,2200903,9785373025379,Хантер Э.,,2016,2,Олма Медиагрупп,320,Закат,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,4000,21 x 13.2 x 2,Насыров Леонид,304
353445,2204171,9785373024624,Хантер Э.,6+,2017,1,Абрис,349,Рассвет,,,,5,Коты-воители,Твердая бумажная,3000,20.8 x 13.3 x 2.2,,304
353446,2204173,9785373025393,Хантер Э.,6+,2017,1,Просвещение,318,Звездный свет,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,3000,20.6 x 13.3 x 2,Насыров Леонид,304
353447,2204174,9785373024709,Хантер Э.,,2017,0,Олма Медиагрупп,320,Сумерки,,Максимова Вероника,,0,Коты-воители,Твердая бумажная,4000,20.6 x 13.3 x 2,Насыров Леонид,304
353710,2311912,9785367021349,Фрай М.,,2012,1,"Амфора, ООО",350,Власть несбывшегося,,,Жаворонок Светлана,5,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2,,
354139,2318021,9785367022773,Фрай М.,,2012,0,"Амфора, ООО",382,Жертвы обстоятельств,,,,0,Лабиринты Ехо,Мягкая глянцевая,5000,18 x 11.5 x 1.1,,
354193,2318062,9785699566921,Емец Д.,,2012,0,Эксмо,432,Таня Гроттер и колодец Посейдона,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3100,20.5 x 13 x 3,,287
354194,2318063,9785699556014,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и пенсне Ноя,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2,,251
354502,2318493,9785699571734,Емец Д.,,2012,0,Эксмо,352,Месть мертвого Императора,,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3000,20.5 x 13 x 1.6,,
354742,1897324,9785942784027,Фрай М.,12+,2014,1,"Амфора, ООО",236,Книга одиночеств Фрай,,,,5,ФРАМ,Твердая бумажная,3000,20.6 x 13.3 x 1.8,,525
358088,2036420,9785942786809,Фрай М.,,2012,1,"Амфора, ООО",255,Тень Гугимагона,,,Стукалина Марина,3,лабиринты ехо,Мягкая глянцевая,3000,18 x 11.6 x 0.9,,182
358727,2190211,9785367009088,Фрай М.,,2009,0,"Амфора, ООО",509,Шкафы и скелеты 40 лучших рассказов 2008 года,,,,0,ФРАМ,Твердая бумажная,,20.6 x 13.5 x 3.4,,
359086,2300447,9785699539215,Емец Д.,,2012,0,Эксмо,352,Сокровища мутантиков,,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,,20.5 x 13 x 2.1,,
360508,2179462,9785373037440,Хантер Э.,,2017,3,Олма Медиагрупп,192,Секреты племен,,Максимова В.А.,,5,Коты-воители,Твердая глянцевая,3000,24.2 x 17.1 x 1.9,Насыров Л.Х.,530
360804,2197096,9785373024327,Хантер Э.,,2017,10,Олма Медиагрупп,319,Огонь и лед,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,4000,21 x 13 x 2,Насыров Леонид,304
360835,2200239,9785373024303,Хантер Э.,,2017,24,Олма Медиагрупп,320,Стань диким,,Насыров Леонид,,4,Коты-воители,Твердая бумажная,7000,20.6 x 13.1 x 2.1,Корчагина Ольга,304
360885,2202333,9785373024471,Хантер Э.,6+,2017,3,Олма Медиагрупп,350,Затмение,,Максимова В.А.,,5,Коты-воители,Твердая бумажная,5000,20.6 x 13.5 x 2.2,Насыров Л.Х.,304
361307,2323606,9785367023220,Фрай М.,,2012,0,"Амфора, ООО",190,Болтливый мертвец,,,Жаворонок Светлана,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 0.7,,174
361874,2271283,9785699482092,Фрай М.,,2011,0,Эксмо,608,Эдинбург История города,,"Башкатов М., Карпова Н.",Кривцова Е.,0,Биографии великих городов,Суперобложка,,20.5 x 13.7 x 3.4,,
362179,2324246,9785699578696,Емец Д.,,2012,0,Эксмо,432,Таня Гроттер и локон Афродиты,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.3,,
362319,1895219,9785373010290,Хантер Э.,,2003,2,Олма Медиагрупп,319,Стань диким,,,,4,Коты-Воители,Твердая бумажная,,20.5 x 13 x 1.7,,
364589,2326986,9785367023701,Фрай М.,,2012,1,"Амфора, ООО",217,Белые камни Харумбы,,,,5,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 0.7,,
365162,2327553,9785373044653,Хантер Э.,,2012,1,Олма Медиагрупп,,Судьба Горелого. Выпуск 3. Сердце Воителя. На подмогу племени. Потревоженный покой (комплект из 3 книг),,Корчагина О. И.,,3,Коты-воители,Мягкая бумажная,,19 x 12.5 x 2.1,Барри Джеймс Мэтью,
367135,2329483,9785367023626,Фрай М.,,2012,0,"Амфора, ООО",543,Гнезда Химер. Хроники Хугайды,,,,0,Лабиринты Ехо,Твердая бумажная,3000,20.7 x 13.2 x 2.7,,434
367704,2330267,9785699590261,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и проклятие некромага,,,,0,Таня Гроттер,Твердая бумажная,3100,20.7 x 13 x 3,,
367823,2330493,9785699590285,Емец Д.,,2012,1,Эксмо,384,Стрекоза второго шанса,,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,15000,20.5 x 13 x 2.8,,303
368031,2330703,9785373049177,Хантер Э.,,2018,1,Олма Медиагрупп,352,Голоса в ночи,,Максимова Вероника,Корчагина Ольга,5,Коты-воители,Твердая бумажная,12000,20.5 x 13 x 1.5,Насыров Леонид,304
369201,2325492,9785699582556,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и перстень с жемчужиной,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,
371613,2335430,9785699595310,Емец Д.,,2012,0,Эксмо,352,Таня Гроттер и болтливый сфинкс,,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,
371884,2336193,9785699524464,Емец Д.,,2012,0,Эксмо,192,"С Новым годом, Снеговик!",,,Суворова Т.,0,,Твердая бумажная,5000,26.4 x 20.3 x 1.7,Тимофеева Виктория,
374983,2339995,9785699610877,Емец Д.,,2013,0,Эксмо,416,Таня Гроттер и магический контрабас,,,,0,Таня Гроттер,Твердая бумажная,3000,20.6 x 13.2 x 3,,
376401,2341774,9785367024333,Фрай М.,,2013,1,"Амфора, ООО",383,"Обжора-хохотун. История, рассказанная сэром Мелифаро",,,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.5,,166
377037,2342392,9785367024708,Фрай М.,12+,2013,0,Петроглиф СПб,480,Сказки старого Вильнюса II,,,,0,,Твердая бумажная,7000,22 x 14.5 x 3,,
378679,2343736,9785699605941,Емец Д.,12+,2012,0,Эксмо,304,Пришельцы из холодильника,,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3100,20.6 x 13 x 2.2,,
379158,2311913,9785367021318,Фрай М.,12+,2013,0,"Амфора, ООО",383,Наваждения,,,,0,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2.3,,362
379997,2344225,9785373049245,Хантер Э.,,2017,0,Олма Медиагрупп,318,Судьба Небесного племени. Сомнение,,,,0,Коты-воители,Твердая бумажная,15000,20.5 x 12.8 x 1.5,,304
380215,2197090,9785373024402,Хантер Э.,6+,2017,1,Олма Медиагрупп,352,Опасная тропа,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,5000,21 x 13 x 2.5,Насыров Леонид,304
380218,2200241,9785373024341,Хантер Э.,,2017,3,Просвещение,318,Бушующая стихия,,,Максимова Вероника,4,Коты-воители,Твердая бумажная,4000,20.7 x 13.4 x 2.1,Насыров Леонид,285
380237,2344643,9785699616350,Емец Д.,,2013,0,Эксмо,416,Таня Гроттер и Исчезающий Этаж,,,,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.8,,
382060,2345987,9785699621651,Емец Д.,12+,2013,0,Эксмо,384,Таня Гроттер и золотая пиявка,,,,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,
383626,2347400,9785699597697,Емец Д.,12+,2013,0,Эксмо,480,Великое нечто,,,,0,Фантастические приключения,Твердая глянцевая,3100,20.6 x 13 x 3.2,,
389640,2348747,9785367026238,Фрай М.,12+,2013,1,"Амфора, ООО",382,Вторая линия. Рассказы и истории разных лет,,,,5,,Мягкая глянцевая,3000,18 x 11.4 x 2.3,,
389641,2348748,9785367026047,Фрай М.,12+,2013,0,"Амфора, ООО",349,Первая линия. Рассказы и истории разных лет,,,,0,,Мягкая глянцевая,3000,18 x 11.6 x 2.1,,
392051,2349807,9785367026573,Фрай М.,12+,2013,0,"Амфора, ООО",639,Гнезда Химер. Хроники Хугайды,,,,0,ФРАМ,Мягкая глянцевая,3000,18 x 11.3 x 3.5,Степин Игорь,156
392052,2349808,9785367026634,Фрай М.,12+,2013,2,"Амфора, ООО",607,Мой Рагнарек,,,,5,ФРАМ,Мягкая глянцевая,3000,18 x 11.3 x 3.5,,
392068,2349868,9785699628902,Емец Д.,12+,2013,0,Эксмо,432,Таня Гроттер и трон Древнира,,,,0,Таня Гроттер,Мягкая бумажная,3000,20.5 x 13 x 3,,
398475,2204170,9785373024723,Хантер Э.,,2017,0,Олма Медиагрупп,320,Восход луны,,Максимова В.А.,,0,Коты-воители,Твердая бумажная,4000,20.7 x 13.2 x 2,Насыров Л.Х.,285
398918,2350036,9785699629978,Емец Д.,12+,2013,1,Эксмо,416,Мефодий Буслаев. Книга Семи Дорог,,,Суворова Т.,5,Мефодий Буслаев,Твердая глянцевая,20000,20.5 x 13 x 2.8,,
400412,2352988,9785367026429,Фрай М.,12+,2013,1,"Амфора, ООО",383,"Тубурская игра: история, расказанная сэром Нумминорихом Кутой",,,,5,Хроники Ехо,Твердая бумажная,35000,20.5 x 13 x 2.5,,441
402196,2354878,9785699636907,Емец Д.,12+,2013,0,Эксмо,240,Город динозавров,,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.7 x 14.3 x 1.8,,
405261,2356577,9785699609406,Емец Д.,12+,2013,0,Эксмо,352,Звездолет из каменного века,,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3500,20.5 x 12.8 x 2.2,,
411548,2032133,9785367022827,Фрай М.,,2004,0,"Амфора, ООО",255,Волонтеры вечности,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,,,
411549,2032134,9785367022766,Фрай М.,,2004,0,"Амфора, ООО",355,Дебют в Ехо,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,18 x 11.5 x 2,,
411550,2032135,9785367022773,Фрай М.,,2004,0,"Амфора, ООО",382,Жертвы обстоятельств,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,,,
411551,2032136,9785942786274,Фрай М.,12+,2014,0,"Амфора, ООО",254,Магахонские Лисы,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1,,154
411552,2032137,9785942786281,Фрай М.,12+,2014,1,"Амфора, ООО",255,Путешествие в Кеттари,,,Стукалина Марина,5,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.5 x 1,,142
411553,2032138,9785367022810,Фрай М.,12+,2013,0,"Амфора, ООО",158,Очки Бакки Бугвина,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1,,155
411625,2035209,9785367023152,Фрай М.,12+,2013,0,"Амфора, ООО",287,Возвращение Угурбандо,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,18 x 11.6 x 1.6,,182
411626,2035210,9785942786618,Фрай М.,,2012,0,"Амфора, ООО",271,Дорот - повелитель Манухов,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.5 x 1.1,,149
411627,2035211,9785367023015,Фрай М.,12+,2013,0,"Амфора, ООО",255,Зеленые воды Ишмы,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.3 x 1.5,,149
411628,2035212,9785942786595,Фрай М.,12+,2013,0,"Амфора, ООО",253,Гугландские топи,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.6 x 1.5,,149
411629,2035213,9785942786229,Фрай М.,12+,2014,0,"Амфора, ООО",315,Корабль из Арвароха и другие неприятности,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.7 x 2,,182
411682,2035977,9785942786649,Фрай М.,,2013,0,"Амфора, ООО",319,Сладкие грезы Гравви,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.2,,133
411683,2035978,9785942786588,Фрай М.,12+,2013,0,"Амфора, ООО",222,Тайна клуба Дубовых Листьев,,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,155
411692,2036416,9785942786731,Фрай М.,12+,2013,1,"Амфора, ООО",286,Темные вассалы Гленке Тавала,,,Стукалина Марина,5,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.7,,163
411693,2036418,9785367022841,Фрай М.,,2004,1,"Амфора, ООО",287,Простые волшебные вещи,,,Стукалина Марина,5,лабиринты ехо,Мягкая глянцевая,,,,
411732,2037376,9785942786830,Фрай М.,,2012,1,"Амфора, ООО",220,Книга Огненных Страниц,,,,5,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.3 x 0.9,,166
411733,2037377,9785367023237,Фрай М.,,2012,0,"Амфора, ООО",319,Наследство для Лонли-Локли,,,Жаворонок Светлана,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.6 x 1.2,,182
411750,2037888,9785367023725,Фрай М.,12+,2013,0,"Амфора, ООО",223,Тихий Город,,,,0,Лабиринты Ехо,Мягкая глянцевая,10000,17.9 x 11.5 x 1.3,,182
415924,2105877,5699192131,Емец Д.,,2006,0,Эксмо,416,Вселенский неудачник,,,,0,Хулиганское фэнтези Д. Емеца,Твердая глянцевая,,20.7 x 13.5 x 2.6,,
417841,2111942,9785373008266,Хантер Э.,,2007,0,Олма Медиагрупп,320,Закат,,,,0,Коты-воители,Твердая бумажная,,20.7 x 13.3 x 1.7,,
418433,2114041,9785699206162,Емец Д.,,2007,0,Эксмо,256,Мефодий Буслаев Стражи мрака зажигают,,,,0,,Твердая бумажная,,18.3 x 13.2 x 2,,
420649,2122870,9785699217861,Емец Д.,,2007,0,Эксмо,352,Сокровища мутантиков,,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.6 x 13.4 x 2.5,,
426432,2146052,9785699248971,Емец Д.,,2007,0,Эксмо,384,Таня Гроттер и Мефодий Буслаев Улетные фразочки цитатки…,,,,0,,Твердая бумажная,,19.8 x 12.3 x 2.9,,
430597,2159095,9785699277193,Емец Д.,,2008,0,Эксмо,416,Таня Гроттер и пенсне Ноя,,,,0,Таня Гроттер,Твердая глянцевая,,20.7 x 13.5 x 3.2,,
430981,2160704,9785699277179,Емец Д.,,2008,0,Эксмо,432,Таня Гроттер и трон Древнира,,,,0,Таня Гроттер,Твердая глянцевая,,20.8 x 13.5 x 3.2,,
434605,2176647,9785699301973,Емец Д.,,2008,0,Эксмо,320,Тайна Звездного странника,,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 1.9,,96
435189,2179116,9785699307227,Емец Д.,,2008,1,Эксмо,416,Мефодий Буслаев Карта Хаоса,,,,5,Мефодий Буслаев,Мягкая бумажная,,20.7 x 13.9 x 3.1,,
436749,2185110,9785699325450,Емец Д.,,2009,0,Эксмо,352,Планета Черного Императора,,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.6 x 2,,
437293,2189988,9785373023122,Хантер Э.,,2009,0,Олма Медиагрупп,350,Отверженные,,,,0,Коты-воители,Твердая бумажная,,20.6 x 13.5 x 2,,
439140,2196985,9785699332168,Емец Д.,,2009,0,Эксмо,416,Месть мертвого Императора Звездолет из каменного века,,,,0,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.5 x 3,,
439197,2197095,9785373024389,Хантер Э.,,2017,2,Олма Медиагрупп,320,Лес секретов,,Максимова Вероника,,5,Коты-воители,Твердая бумажная,4000,21 x 13 x 2,Насыров Леонид,304
439758,2198948,9785699335350,Емец Д.,,2009,1,Эксмо,416,Мутантики Королева мутантиков,,,,5,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.6 x 3,,
440184,2200240,9785373024426,Хантер Э.,,2009,0,Олма Медиагрупп,352,Послание,,,,0,Коты-воители,Твердая бумажная,,20.7 x 13.5 x 2.3,,
440667,2201663,9785699349357,Емец Д.,,2009,0,Эксмо,416,Сокровища мутантиков Колесница призраков,,,,0,Большая книга фантастических приключений,Твердая бумажная,,22 x 15 x 3,,
441311,2203916,9785699356102,Емец Д.,,2009,1,Эксмо,352,Город динозавров Пришельцы из холодильника,,,,5,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.6 x 2.8,,
442954,2212965,9785373030687,Хантер Э.,,2009,2,Олма Медиагрупп,304,Первые испытания,,Максимова Вероника,Корчагина Ольга,4,Странники,Твердая бумажная,,20.9 x 13.2 x 1.6,Насыров Леонид,
442981,2213092,9785367011111,Фрай М.,,2014,1,"Амфора, ООО",320,Чуб Земли,,,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 11.5 x 2,,149
442982,2213093,9785367011036,Фрай М.,12+,2013,0,"Амфора, ООО",223,Лабиринт Мёнина,,,,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,182
444313,2359996,9785373051484,Хантер Э.,6+,2017,3,Олма Медиагрупп,350,Судьба Небесного племени. Решение. В двух книгах. Книга II,,Максимова Вероника,,3,Коты-воители,Твердая бумажная,15000,20.6 x 13 x 1.6,Насыров Леонид,316
444874,2184480,9785699322855,Емец Д.,,2009,0,Эксмо,352,Гладиатор забытых созвездий,,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 2.1,,
447382,2362619,9785699628179,Емец Д.,12+,2013,0,Эксмо,336,Король хитрости,,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.5 x 14.2 x 2.4,,
